conceptid,Value,ValueType,Provider
OFT:JOK15,"zlata folija",label:sl,GCI
OFT:JOK15,"Goldfolie",label:de,GCI
OFT:JOK16,"ravne proge",label:sl,GCI
OFT:JOK16,"gerades Streifenmuster",label:de,GCI
OFT:JOK17,"vibaste proge",label:sl,GCI
OFT:JOK17,"Spiralstreifenmuster",label:de,GCI
OFT:JOK18,"valovite proge",label:sl,GCI
OFT:JOK18,"Wellenstreifenmuster",label:de,GCI
OFT:JOK19,"drugačen okras",label:sl,GCI
OFT:JOK19,"andere Verzierungen",label:de,GCI
OFT:JOK20,"večbarven okras",label:sl,GCI
OFT:JOK20,"polichrome Verzierung",label:de,GCI
OFT:JOK21,"bel enobarven okras",label:sl,GCI
OFT:JOK21,"uverzierte weisse Perle",label:de,GCI
OFT:JOK22,"zelen enobarven okras",label:sl,GCI
OFT:JOK22,"uverzierte grüne Perle",label:de,GCI
OFT:JOK23,"rdeč enobarven okras",label:sl,GCI
OFT:JOK23,"uverzierte rote Perle",label:de,GCI
OFT:JOK24,"moder enobarven okras",label:sl,GCI
OFT:JOK24,"uverzierte blaue Perle",label:de,GCI
OFT:JOK25,"rumen enobarven okras",label:sl,GCI
OFT:JOK25,"uverzierte gelbe Perle",label:de,GCI
OFT:JOK26,"črn enobarven okras",label:sl,GCI
OFT:JOK26,"uverzierte schwarze Perle",label:de,GCI
OFT:JOK27,"brez okrasa",label:sl,GCI
OFT:JOK27,"unverzierte Perle",label:de,GCI
OFT:JSS,"steklo",label:sl,GCI
OFT:JSS,"Glas",label:de,GCI
OFT:JSS01,"neprosojno steklo",label:sl,GCI
OFT:JSS01,"opakes Glas",label:de,GCI
OFT:JSS02,"prosojno steklo",label:sl,GCI
OFT:JSS02,"durchsichtiges Glas",label:de,GCI
OFT:JSS03,"prozorno steklo",label:sl,GCI
OFT:JSS03,"transluzides Glas",label:de,GCI
OFT:JSS04,"mehurčkasto steklo",label:sl,GCI
OFT:JSS04,"blasiges Glas",label:de,GCI
OFT:JSS05,"pramenasto steklo",label:sl,GCI
OFT:JSS05,"faseriges Glas",label:de,GCI
OFT:JSS06,"drugačno steklo",label:sl,GCI
OFT:JSS06,"anderes Glas",label:de,GCI
OFT:JOP,"prerez",label:sl,GCI
OFT:JOP,"Schnitt",label:de,GCI
OFT:JOP01,"okrogel prerez",label:sl,GCI
OFT:JOP01,"runder Querschnitt",label:de,GCI
OFT:JOP02,"votel prerez",label:sl,GCI
OFT:JOP02,"hohler Querschnitt",label:de,GCI
OFT:JOP03,"večdelen obod",label:sl,GCI
OFT:JOP03,"mehrteiliger Querschnitt",label:de,GCI
OFT:JOP04,"sploščen prerez",label:sl,GCI
OFT:JOP04,"flacher Querschnitt",label:de,GCI
OFT:JOP05,"rombast prerez",label:sl,GCI
OFT:JOP05,"Rautenquerschnitt",label:de,GCI
OFT:JOP06,"četverokoten prerez",label:sl,GCI
OFT:JOP06,"viereckiger Querschnitt",label:de,GCI
OFT:JOP07,"šesterokoten prerez",label:sl,GCI
OFT:JOP07,"sechseckiger Querschnitt",label:de,GCI
OFT:JOP08,"narebren prerez",label:sl,GCI
OFT:JOP08,"gerippter Querschnitt",label:de,GCI
OFT:JOP09,"drugačni prerez jagode",label:sl,GCI
OFT:JOP09,"andere Querschnitte",label:de,GCI
OFT:JOS,"oblika",label:sl,GCI
OFT:JOS,"Form",label:de,GCI
OFT:JOS01,"svitkasta",label:sl,GCI
OFT:JOS01,"gedrückt kugelförmig",label:de,GCI
OFT:JOS02,"svaljkasta",label:sl,GCI
OFT:JOS02,"walzenförmig",label:de,GCI
OFT:JOS03,"kroglasta",label:sl,GCI
OFT:JOS03,"kugelig",label:de,GCI
OFT:JOS04,"rogljata",label:sl,GCI
OFT:JOS04,"zahnförmig",label:de,GCI
OFT:JOS05,"dvokonična",label:sl,GCI
OFT:JOS05,"doppelkonisch",label:de,GCI
OFT:JOS06,"mnogokotna",label:sl,GCI
OFT:JOS06,"polyedrisch",label:de,GCI
OFT:JOS07,"prizma",label:sl,GCI
OFT:JOS07,"prismatisch",label:de,GCI
OFT:JOS08,"makasta",label:sl,GCI
OFT:JOS08,"mohnenkopfförmig",label:de,GCI
OFT:JOS09,"valjasta",label:sl,GCI
OFT:JOS09,"zylindrisch",label:de,GCI
OFT:JOS10,"svedrasta",label:sl,GCI
OFT:JOS10,"schraubenförmig",label:de,GCI
OFT:JOS11,"mandljasta",label:sl,GCI
OFT:JOS11,"mandelförmig",label:de,GCI
OFT:JOS12,"cevčica",label:sl,GCI
OFT:JOS12,"langzylindrisch",label:de,GCI
OFT:JOS13,"drugačna oblika jagode",label:sl,GCI
OFT:JOS13,"andere Perlenform",label:de,GCI
OFT:JOS14,"vretenčasta",label:sl,GCI
OFT:JOS14,"wirbelförmig",label:de,GCI
OFT:LG,"lega v grobu",label:sl,GCI
OFT:LG,"Lage im Grab",label:de,GCI
OFT:LG001,"sredi za glavo",label:sl,GCI
OFT:LG001,"im Scheitelbereich",label:de,GCI
OFT:LG002,"sredi pred stopali",label:sl,GCI
OFT:LG002,"unterhalb Fussbereich",label:de,GCI
OFT:LG003,"za glavo levo",label:sl,GCI
OFT:LG003,"links oberhalb des Schädels",label:de,GCI
OFT:LG004,"za glavo desno",label:sl,GCI
OFT:LG004,"rechts oberhalb des Schädels",label:de,GCI
OFT:LG005,"pred stopali desno",label:sl,GCI
OFT:LG005,"rechts unterhalb der Füsse",label:de,GCI
OFT:LG006,"pred stopali levo",label:sl,GCI
OFT:LG006,"links unterhalb der Füsse",label:de,GCI
OFT:LG007,"desno od glave",label:sl,GCI
OFT:LG007,"rechts dem Kopf",label:de,GCI
OFT:LG008,"levo od glave",label:sl,GCI
OFT:LG008,"links dem Kopf",label:de,GCI
OFT:LG009,"glava",label:sl,GCI
OFT:LG009,"Kopfbereich",label:de,GCI
OFT:LG010,"desno od vratu",label:sl,GCI
OFT:LG010,"rechts vom Hals",label:de,GCI
OFT:LG011,"levo od vratu",label:sl,GCI
OFT:LG011,"links vom Hals",label:de,GCI
OFT:LG012,"vrat",label:sl,GCI
OFT:LG012,"Halsbereich",label:de,GCI
OFT:LG013,"desna rama",label:sl,GCI
OFT:LG013,"Schulter rechts",label:de,GCI
OFT:LG014,"leva rama",label:sl,GCI
OFT:LG014,"Schulter links",label:de,GCI
OFT:LG015,"desno od desne rame",label:sl,GCI
OFT:LG015,"rechts der rechten Schulter",label:de,GCI
OFT:LG016,"levo od leve rame",label:sl,GCI
OFT:LG016,"links der linken Schulter",label:de,GCI
OFT:LG017,"desno od desne nadlakti",label:sl,GCI
OFT:LG017,"neben rechtem Oberarm",label:de,GCI
OFT:LG018,"levo od leve nadlakti",label:sl,GCI
OFT:LG018,"neben linkem Oberarm",label:de,GCI
OFT:LG019,"desna nadlakt",label:sl,GCI
OFT:LG019,"rechter Oberarm",label:de,GCI
OFT:LG020,"leva nadlakt",label:sl,GCI
OFT:LG020,"linker Oberarm",label:de,GCI
OFT:LG021,"prsa",label:sl,GCI
OFT:LG021,"Brust",label:de,GCI
OFT:LG022,"desno od desnega komolca",label:sl,GCI
OFT:LG022,"neben rechtem Ellbogen",label:de,GCI
OFT:LG023,"levo od levega komolca",label:sl,GCI
OFT:LG023,"neben linkem Ellbogen",label:de,GCI
OFT:LG024,"desni komolec",label:sl,GCI
OFT:LG024,"rechter Ellbogen",label:de,GCI
OFT:LG025,"levi komolec",label:sl,GCI
OFT:LG025,"linker Ellbogen",label:de,GCI
OFT:LG026,"desno od desne podlakti",label:sl,GCI
OFT:LG026,"neben rechtem Unterarm",label:de,GCI
OFT:LG027,"levo od leve podlakti",label:sl,GCI
OFT:LG027,"neben linkem Unterarm",label:de,GCI
OFT:LG028,"desna podlakt",label:sl,GCI
OFT:LG028,"rechter Unterarm",label:de,GCI
OFT:LG029,"leva podlakt",label:sl,GCI
OFT:LG029,"linker Unterarm",label:de,GCI
OFT:LG030,"trebuh",label:sl,GCI
OFT:LG030,"Bauch",label:de,GCI
OFT:LG031,"desno od desne dlani",label:sl,GCI
OFT:LG031,"neben rechter Hand",label:de,GCI
OFT:LG032,"levo od leve dlani",label:sl,GCI
OFT:LG032,"neben linker Hand",label:de,GCI
OFT:LG033,"desna dlan",label:sl,GCI
OFT:LG033,"rechte Hand",label:de,GCI
OFT:LG034,"leva dlan",label:sl,GCI
OFT:LG034,"linke Hand",label:de,GCI
OFT:LG035,"medenica",label:sl,GCI
OFT:LG035,"Becken",label:de,GCI
OFT:LG036,"desno od desnega stegna",label:sl,GCI
OFT:LG036,"neben rechtem Oberschenkel",label:de,GCI
OFT:LG037,"levo od levega stegna",label:sl,GCI
OFT:LG037,"neben linkem Oberschenkel",label:de,GCI
OFT:LG038,"desno stegno",label:sl,GCI
OFT:LG038,"rechter Oberschenkel",label:de,GCI
OFT:LG039,"levo stegno",label:sl,GCI
OFT:LG039,"linker Oberschenkel",label:de,GCI
OFT:LG040,"med stegni",label:sl,GCI
OFT:LG040,"zwischen den Oberschenkeln",label:de,GCI
OFT:LG041,"desno od desnega kolena",label:sl,GCI
OFT:LG041,"neben rechtem Knie",label:de,GCI
OFT:LG042,"levo od levega kolena",label:sl,GCI
OFT:LG042,"neben linken Knie",label:de,GCI
OFT:LG043,"desno koleno",label:sl,GCI
OFT:LG043,"rechtes Knie",label:de,GCI
OFT:LG044,"levo koleno",label:sl,GCI
OFT:LG044,"linkes Knie",label:de,GCI
OFT:LG045,"med koleni",label:sl,GCI
OFT:LG045,"zwischen den Knien",label:de,GCI
OFT:LG046,"desno od desnih meč",label:sl,GCI
OFT:LG046,"neben rechtem Unterschenkel",label:de,GCI
OFT:LG047,"levo od levih meč",label:sl,GCI
OFT:LG047,"neben linkem Unterschenkel",label:de,GCI
OFT:LG048,"desna meča",label:sl,GCI
OFT:LG048,"rechter Unterschenkel",label:de,GCI
OFT:LG049,"leva meča",label:sl,GCI
OFT:LG049,"linker Unterschenkel",label:de,GCI
OFT:LG050,"med meči",label:sl,GCI
OFT:LG050,"zwischen den Unterschenkeln",label:de,GCI
OFT:LG051,"desno od desnega stopala",label:sl,GCI
OFT:LG051,"neben rechtem Fuss",label:de,GCI
OFT:LG052,"levo od levega stopala",label:sl,GCI
OFT:LG052,"neben linkem Fuss",label:de,GCI
OFT:LG053,"desno stopalo",label:sl,GCI
OFT:LG053,"rechter Fuss",label:de,GCI
OFT:LG054,"levo stopalo",label:sl,GCI
OFT:LG054,"linker Fuss",label:de,GCI
OFT:LG055,"med stopali",label:sl,GCI
OFT:LG055,"zwischen den Füssen",label:de,GCI
OFT:LG056,"desno",label:sl,GCI
OFT:LG056,"rechts",label:de,GCI
OFT:LG057,"levo",label:sl,GCI
OFT:LG057,"links",label:de,GCI
OFT:LG058,"pri glavi",label:sl,GCI
OFT:LG058,"beim Kopf",label:de,GCI
OFT:LG059,"pri trupu",label:sl,GCI
OFT:LG059,"beim Oberkörper",label:de,GCI
OFT:LG060,"pri nogah",label:sl,GCI
OFT:LG060,"bei den Füssen",label:de,GCI
OFT:LG061,"zasutje groba",label:sl,GCI
OFT:LG061,"Grabverfüllung",label:de,GCI
OFT:ME,"nož",label:sl,GCI
OFT:ME,"Messer",label:de,GCI
OFT:MEO01,"ostrina zavija v konico",label:sl,GCI
OFT:MEO01,"gebogene Schneide",label:de,GCI
OFT:MEO02,"ravna ostrina",label:sl,GCI
OFT:MEO02,"gerade Schneide",label:de,GCI
OFT:MEO03,"ostrina drugačne oblike",label:sl,GCI
OFT:MEO03,"andere Schneidenform",label:de,GCI
OFT:MED,"držaj",label:sl,GCI
OFT:MED,"Griff",label:de,GCI
OFT:MED01,"lesen  držaj",label:sl,GCI
OFT:MED01,"Holzgriff",label:de,GCI
OFT:MED02,"rožen, koščen držaj",label:sl,GCI
OFT:MED02,"Knochen- oder Geweihgriff",label:de,GCI
OFT:MED03,"kovinski držaj",label:sl,GCI
OFT:MED03,"Metallgriff",label:de,GCI
OFT:MED04,"okrašen držaj",label:sl,GCI
OFT:MED04,"verzierter Griff",label:de,GCI
OFT:MEH,"hrbet",label:sl,GCI
OFT:MEH,"Rücken",label:de,GCI
OFT:MEH01,"raven hrbet",label:sl,GCI
OFT:MEH01,"gerader Rücken",label:de,GCI
OFT:MEH02,"ravno zalomljen hrbet",label:sl,GCI
OFT:MEH02,"gerader Knickrücken",label:de,GCI
OFT:MEH03,"hrbet zavija v konico",label:sl,GCI
OFT:MEH03,"gebogener Rücken",label:de,GCI
OFT:MEH04,"usločeno zalomljen hrbet",label:sl,GCI
OFT:MEH04,"konkave Spitze",label:de,GCI
OFT:MEH05,"drugačne oblike hrbet",label:sl,GCI
OFT:MEH05,"andere Rückenformen",label:de,GCI
OFT:MEL,"kanal",label:sl,GCI
OFT:MEL,"Hohlschliff",label:de,GCI
OFT:MEL01,"enostranski kanal za kri",label:sl,GCI
OFT:MEL01,"Hohlschliff einseitig",label:de,GCI
OFT:MEL02,"dvostranska kanala za kri",label:sl,GCI
OFT:MEL02,"Hohlschliff beidseitig",label:de,GCI
OFT:MEL03,"najmaj enostranski kanal za kri",label:sl,GCI
OFT:MEL03,"Hohlschliff nur einseitig erkennbar",label:de,GCI
OFT:MEN,"nožnica",label:sl,GCI
OFT:MEN,"Scheide",label:de,GCI
OFT:MEN01,"les za nožnico",label:sl,GCI
OFT:MEN01,"hölzerne Scheide",label:de,GCI
OFT:MEN02,"usnje za nožnico",label:sl,GCI
OFT:MEN02,"Lederscheide",label:de,GCI
OFT:MEN03,"kovina za nožnico",label:sl,GCI
OFT:MEN03,"Metallscheide",label:de,GCI
OFT:MEN04,"okovje nožnice",label:sl,GCI
OFT:MEN04,"Scheidenbeschläge",label:de,GCI
OFT:MEPH,"prehod v hrbet",label:sl,GCI
OFT:MEPH,"Dorn-Rücken Absetzung",label:de,GCI
OFT:MEPH4,"poševen prehod v hrbet",label:sl,GCI
OFT:MEPH4,"Dorn beim Rücken schräg abgesetzt",label:de,GCI
OFT:MEPH5,"zaobljen prehod v hrbet",label:sl,GCI
OFT:MEPH5,"Dorn beim Rücken konkav abgesetzt",label:de,GCI
OFT:MEPH6,"stopničast prehod v hrbet",label:sl,GCI
OFT:MEPH6,"Dorn beim Rücken stufenförmig abgesetzt",label:de,GCI
OFT:MEPH7,"drugačen prehod v hrbet",label:sl,GCI
OFT:MEPH7,"Dorn beim Rücken anders geformt",label:de,GCI
OFT:MEPO,"prehod v ostrino",label:sl,GCI
OFT:MEPO,"Dorn-Schneide Absetzung",label:de,GCI
OFT:MEPO1,"poševen prehod v ostrino",label:sl,GCI
OFT:MEPO1,"Dorn bei der Schneide schräg abgesetzt",label:de,GCI
OFT:MEPO2,"zaobljen prehod v ostrino",label:sl,GCI
OFT:MEPO2,"Dorn bei der Schneide konkav abgesetzt",label:de,GCI
OFT:MEPO3,"stopničast prehod v ostrino",label:sl,GCI
OFT:MEPO3,"Dorn bei der Schneide stufenförmig abgesetzt",label:de,GCI
OFT:MEPO8,"drugačen prehod v ostrino",label:sl,GCI
OFT:MEPO8,"Dorn bei der Schneide anders geformt",label:de,GCI
OFT:MER,"rezilo",label:sl,GCI
OFT:MER,"Klinge",label:de,GCI
OFT:MER01,"enostranska ostrina rezila",label:sl,GCI
OFT:MER01,"einschneidige Klinge",label:de,GCI
OFT:MER02,"dvostranska ostrina rezila",label:sl,GCI
OFT:MER02,"zweischneidige Klinge",label:de,GCI
OFT:MER03,"damascirano rezilo",label:sl,GCI
OFT:MER03,"damaszierte Klinge",label:de,GCI
OFT:MEK,"konica",label:sl,GCI
OFT:MEK,"Spitze",label:de,GCI
OFT:MEK01,"konica pri hrbtu",label:sl,GCI
OFT:MEK01,"Rückenspitze",label:de,GCI
OFT:MEK02,"konica bliže hrbtu",label:sl,GCI
OFT:MEK02,"Spitze oberhalb der Klingenachse",label:de,GCI
OFT:MEK03,"konica v osi",label:sl,GCI
OFT:MEK03,"Spitze mittig",label:de,GCI
OFT:MEK04,"konica bliže ostrini",label:sl,GCI
OFT:MEK04,"Spitze unterhalb der Klingenachse",label:de,GCI
OFT:MEK05,"konica pri ostrini",label:sl,GCI
OFT:MEK05,"Schneidenspitze",label:de,GCI
OFT:MET,"trn",label:sl,GCI
OFT:MET,"Dorn",label:de,GCI
OFT:METO1,"trnast trn",label:sl,GCI
OFT:METO1,"Spitzdorn",label:de,GCI
OFT:METO2,"trakast trn",label:sl,GCI
OFT:METO2,"Zungendorn",label:de,GCI
OFT:METO3,"drugih oblik trn",label:sl,GCI
OFT:METO3,"andere Dornform",label:de,GCI
OFT:METO4,"enake širine trn rezilu",label:sl,GCI
OFT:METO4,"Griffplatte",label:de,GCI
OFT:OH,"ohranjenost",label:sl,GCI
OFT:OH,"Erhaltungszustand",label:de,GCI
OFT:OH001,"dobra",label:sl,GCI
OFT:OH001,"gut",label:de,GCI
OFT:OH002,"srednja",label:sl,GCI
OFT:OH002,"mittel",label:de,GCI
OFT:OH003,"slaba",label:sl,GCI
OFT:OH003,"schlecht",label:de,GCI
OFT:OH004,"odlomek",label:sl,GCI
OFT:OH004,"Bruchstück",label:de,GCI
OFT:OH005,"neohranjeno",label:sl,GCI
OFT:OH005,"nicht erhalten",label:de,GCI
OFT:OK,"najdba",label:sl,GCI
OFT:OK,"Befund",label:de,GCI
OFT:OK001,"naselbina",label:sl,GCI
OFT:OK001,"Siedlung",label:de,GCI
OFT:OK002,"grobišče",label:sl,GCI
OFT:OK002,"Gräberfeld",label:de,GCI
OFT:OK003,"zaklad",label:sl,GCI
OFT:OK003,"Hort",label:de,GCI
OFT:OK004,"posamična najdba",label:sl,GCI
OFT:OK004,"Einzelfund",label:de,GCI
OFT:PO,"posoda",label:sl,GCI
OFT:PO,"Gefäß",label:de,GCI
OFT:POB,"barva",label:sl,GCI
OFT:POB,"Gefäßfarbe",label:de,GCI
OFT:POB01,"lisasta barva zunaj",label:sl,GCI
OFT:POB01,"geschmauchte Aussenfläche",label:de,GCI
OFT:POB02,"svetla barva zunaj",label:sl,GCI
OFT:POB02,"helle Aussenfläche",label:de,GCI
OFT:POB03,"temna barva zunaj",label:sl,GCI
OFT:POB03,"dunkle Aussenfläche",label:de,GCI
OFT:POB04,"lisasta barva znotraj",label:sl,GCI
OFT:POB04,"geschmauchte Innenfläche",label:de,GCI
OFT:POB05,"svetla barva znotraj",label:sl,GCI
OFT:POB05,"helle Innenfläche",label:de,GCI
OFT:POB06,"temna barva znotraj",label:sl,GCI
OFT:POB06,"dunkle Innenfläche",label:de,GCI
OFT:POB07,"svetel enobarven prelom",label:sl,GCI
OFT:POB07,"Bruch hell einfärbig",label:de,GCI
OFT:POB08,"temen enobarven prelom",label:sl,GCI
OFT:POB08,"Bruch dunkel einfärbig",label:de,GCI
OFT:POB09,"večbarven prelom",label:sl,GCI
OFT:POB09,"Bruch mehrfärbig",label:de,GCI
OFT:POD,"dno",label:sl,GCI
OFT:POD,"Boden",label:de,GCI
OFT:POD01,"brez posebnih odtisov",label:sl,GCI
OFT:POD01,"ebene Standfläche",label:de,GCI
OFT:POD02,"os kolesa",label:sl,GCI
OFT:POD02,"Achsabdruck",label:de,GCI
OFT:POD03,"podložna ploščica brez znaka",label:sl,GCI
OFT:POD03,"unverzierte Zwischenscheibe",label:de,GCI
OFT:POD04,"podložna ploščica z znakom",label:sl,GCI
OFT:POD04,"markierte Zwischenscheibe",label:de,GCI
OFT:POD05,"samo znak",label:sl,GCI
OFT:POD05,"nur Bodenmarke",label:de,GCI
OFT:POD06,"krožne sledi rezanja od podlage",label:sl,GCI
OFT:POD06,"Abgeschnittener Boden",label:de,GCI
OFT:POD07,"sled podložne ploščice (znak?)",label:sl,GCI
OFT:POD07,"Zwischenscheibe (Marke?)",label:de,GCI
OFT:POH,"ohranjenost",label:sl,GCI
OFT:POH,"beschriebener Teil",label:de,GCI
OFT:POH01,"cela",label:sl,GCI
OFT:POH01,"Ganzgefäss",label:de,GCI
OFT:POH02,"ustje (in telo)",label:sl,GCI
OFT:POH02,"Rand (und Körper)",label:de,GCI
OFT:POH03,"vrat (in telo)",label:sl,GCI
OFT:POH03,"Hals (und Körper)",label:de,GCI
OFT:POH04,"telo",label:sl,GCI
OFT:POH04,"Körper",label:de,GCI
OFT:POH05,"dno",label:sl,GCI
OFT:POH05,"Boden",label:de,GCI
OFT:POH06,"ročaj, držaj",label:sl,GCI
OFT:POH06,"Handhabe",label:de,GCI
OFT:POH07,"noga",label:sl,GCI
OFT:POH07,"Fuss",label:de,GCI
OFT:POI,"izdelava",label:sl,GCI
OFT:POI,"Beschafenheit",label:de,GCI
OFT:POI01,"prostoročna v celoti",label:sl,GCI
OFT:POI01,"freihandgeformt",label:de,GCI
OFT:POI02,"hitro kolo",label:sl,GCI
OFT:POI02,"schnelle Töpferscheibe",label:de,GCI
OFT:POI03,"doglajeno ustje",label:sl,GCI
OFT:POI03,"Rand nachgedreht",label:de,GCI
OFT:POI04,"doglajeno do vključno rame",label:sl,GCI
OFT:POI04,"Rand und Schulter nachgedreht",label:de,GCI
OFT:POI05,"doglajeno preko rame",label:sl,GCI
OFT:POI05,"über Rand und Schulter nachgedreht",label:de,GCI
OFT:POI06,"doglajena cela",label:sl,GCI
OFT:POI06,"ganznachgedreht",label:de,GCI
OFT:POI07,"stoječa podlaga",label:sl,GCI
OFT:POI07,"stehende Unterlage",label:de,GCI
OFT:POI08,"odlomek doglajen",label:sl,GCI
OFT:POI08,"Bruchstück nachgedreht",label:de,GCI
OFT:POI09,"odlomek nedoglajen",label:sl,GCI
OFT:POI09,"freihandgeformtes Bruchstück",label:de,GCI
OFT:POI10,"počasno lončarsko kolo",label:sl,GCI
OFT:POI10,"langsame Töpferscheibe",label:de,GCI
OFT:POI16,"POI16",label:sl,GCI
OFT:POI16,"POI16",label:de,GCI
OFT:POO,"okras",label:sl,GCI
OFT:POO,"Verzierung",label:de,GCI
OFT:POO01,"ena vodoravna črta",label:sl,GCI
OFT:POO01,"Horizontallinie",label:de,GCI
OFT:POO02,"vbod enojni (eden ali več)",label:sl,GCI
OFT:POO02,"Einstiche",label:de,GCI
OFT:POO03,"kratek vrez (eden ali več)",label:sl,GCI
OFT:POO03,"Spatelstiche",label:de,GCI
OFT:POO04,"ena valovita črta",label:sl,GCI
OFT:POO04,"Wellenlinie",label:de,GCI
OFT:POO05,"en vodoraven pas črt",label:sl,GCI
OFT:POO05,"horizintales Linienband",label:de,GCI
OFT:POO06,"poševen pas črt (eden ali več)",label:sl,GCI
OFT:POO06,"schräges Linienband",label:de,GCI
OFT:POO07,"en valovit pas črt",label:sl,GCI
OFT:POO07,"Wellenband",label:de,GCI
OFT:POO08,"vbodi z glavnikom (eden ali več)",label:sl,GCI
OFT:POO08,"Kammeinstiche",label:de,GCI
OFT:POO09,"glavničenje",label:sl,GCI
OFT:POO09,"Kammstrichmuster",label:de,GCI
OFT:POO10,"žigosanje",label:sl,GCI
OFT:POO10,"Stempelverzierung",label:de,GCI
OFT:POO11,"rebro eno ali več",label:sl,GCI
OFT:POO11,"plastische Leiste",label:de,GCI
OFT:POO12,"poslikava",label:sl,GCI
OFT:POO12,"Bemalung",label:de,GCI
OFT:POO13,"engoba",label:sl,GCI
OFT:POO13,"Engobe",label:de,GCI
OFT:POO14,"glajen okras",label:sl,GCI
OFT:POO14,"Einglättverzierung",label:de,GCI
OFT:POO15,"grafitiranje",label:sl,GCI
OFT:POO15,"Graffitierung",label:de,GCI
OFT:POO16,"jamice",label:sl,GCI
OFT:POO16,"Fingerhutmuster",label:de,GCI
OFT:POO17,"odtisi prstov",label:sl,GCI
OFT:POO17,"Fingerabdrücke",label:de,GCI
OFT:POO18,"lega okrasa  zunaj",label:sl,GCI
OFT:POO18,"Aussenfläche verziert",label:de,GCI
OFT:POO19,"lega okrasa znotraj",label:sl,GCI
OFT:POO19,"Innenfläche verziert",label:de,GCI
OFT:POO20,"več vodoravnih črt",label:sl,GCI
OFT:POO20,"mehrfache Horizontallinien",label:de,GCI
OFT:POO21,"več valovitih črt",label:sl,GCI
OFT:POO21,"mehrfache Wellenlinien",label:de,GCI
OFT:POO22,"več vodoravnih pasov",label:sl,GCI
OFT:POO22,"mehrfache horizontale Linienbänder",label:de,GCI
OFT:POO23,"več valovitih pasov",label:sl,GCI
OFT:POO23,"mehrfache Wellenbänder",label:de,GCI
OFT:POO24,"križno glavničenje vodor.-navpič.",label:sl,GCI
OFT:POO24,"gekreuzte Kammstrichmuster",label:de,GCI
OFT:POO25,"neokrašeno",label:sl,GCI
OFT:POO25,"unverziert",label:de,GCI
